txn_id,customer_id,txn_date,txn_amount,txn_type,category,merchant_name
T02975,C0222,2025-07-07 21:19:07,9788.31,Credit,Travel,Amazon
T02976,C0308,2025-04-06 23:08:49,3952.62,Credit,Salary,Flipkart
T02977,C0284,2025-05-17 13:48:49,8272.06,Debit,Salary,Amazon
T02978,C0079,2025-01-26 13:46:45,2964.9,Credit,Shopping,Amazon
T02979,C0236,2025-03-08 18:20:08,1009.9,Debit,Salary,Uber
T02980,C0389,2025-02-09 16:35:38,5186.19,Debit,Salary,Goldman Sachs
T02981,C0020,2025-01-12 13:59:03,2467.18,Credit,Food,Flipkart
T02982,C0110,2025-03-28 00:55:39,5322.57,Debit,Bills,Amazon
T02983,C0380,2025-02-06 15:35:33,3835.44,Credit,Healthcare,Swiggy
T02984,C0281,2025-06-15 19:37:29,138.07,Debit,Travel,Amazon
T02985,C0263,2025-06-29 14:22:08,6254.59,Credit,Travel,Goldman Sachs
T02986,C0196,2025-06-07 09:38:03,2505.18,Debit,Bills,Zomato
T02987,C0029,2025-03-09 05:49:21,1284.69,Credit,Salary,Paytm
T02988,C0259,2025-07-05 23:44:50,7693.0,Debit,Bills,Flipkart
T02989,C0289,2025-02-07 06:16:02,9587.48,Debit,Food,Amazon
T02990,C0159,2025-02-12 16:19:03,400.11,Debit,Bills,Uber
T02991,C0140,2025-06-29 03:43:40,9615.49,Debit,Healthcare,Flipkart
T02992,C0072,2025-05-07 17:33:08,8680.08,Debit,Bills,Paytm
T02993,C0243,2025-05-21 14:15:45,1086.06,Debit,Travel,Uber
T02994,C0121,2025-05-14 18:59:53,1814.59,Credit,Food,Amazon
T02995,C0113,2025-04-11 13:09:22,9580.98,Debit,Travel,Swiggy
T02996,C0248,2025-07-08 23:15:59,8572.9,Debit,Salary,Swiggy
T02997,C0225,2025-07-03 14:22:38,6909.49,Debit,Salary,Amazon
T02998,C0406,2025-03-16 21:58:48,5921.78,Credit,Healthcare,Goldman Sachs
T02999,C0221,2025-05-08 05:28:35,6368.99,Debit,Bills,Paytm
T03000,C0048,2025-01-21 20:57:53,9915.88,Debit,Bills,Flipkart
T03001,C0390,2025-01-23 07:43:38,4581.11,Debit,Bills,Zomato
T03002,C0359,2025-04-14 11:31:58,4002.55,Credit,Food,Flipkart
T03003,C0207,2025-02-11 13:54:37,5524.95,Debit,Food,Flipkart
T03004,C0417,2025-03-25 04:12:42,8531.47,Credit,Healthcare,Swiggy
T03005,C0250,2025-06-13 19:59:05,675.83,Credit,Food,Paytm
T03006,C0016,2025-06-23 13:13:53,8193.48,Debit,Travel,Uber
T03007,C0164,2025-03-17 13:11:40,3711.78,Debit,Bills,Swiggy
T03008,C0302,2025-03-02 12:50:14,2201.03,Debit,Salary,Flipkart
T03009,C0073,2025-06-25 18:06:07,8808.09,Debit,Food,Swiggy
T03010,C0491,2025-02-16 13:06:07,5311.98,Debit,Shopping,Uber
T03011,C0155,2025-03-24 11:27:02,4224.38,Debit,Healthcare,Swiggy
T03012,C0179,2025-01-21 11:52:11,6504.41,Credit,Salary,Zomato
T03013,C0290,2025-06-22 23:02:31,4803.11,Credit,Shopping,Goldman Sachs
T03014,C0020,2025-01-22 09:49:47,8004.48,Debit,Travel,Paytm
T03015,C0338,2025-06-28 03:21:07,1501.47,Credit,Food,Flipkart
T03016,C0308,2025-06-15 05:43:51,8378.79,Debit,Healthcare,Zomato
T03017,C0308,2025-02-05 01:29:12,959.88,Debit,Healthcare,Swiggy
T03018,C0006,2025-04-04 20:11:47,6572.31,Credit,Shopping,Amazon
T03019,C0392,2025-06-11 20:46:36,7171.2,Credit,Healthcare,Paytm
T03020,C0362,2025-02-13 10:03:09,9246.87,Credit,Salary,Swiggy
T03021,C0409,2025-05-03 22:08:34,8057.04,Credit,Shopping,Goldman Sachs
T03022,C0446,2025-02-01 05:06:42,5855.56,Debit,Shopping,Paytm
T03023,C0099,2025-05-03 06:23:12,2212.29,Debit,Food,Swiggy
T03024,C0123,2025-03-30 06:09:47,5007.65,Debit,Travel,Swiggy
T03025,C0409,2025-07-08 08:18:38,2243.07,Debit,Bills,Uber
T03026,C0027,2025-05-20 04:28:09,6097.22,Debit,Food,Zomato
T03027,C0224,2025-05-08 19:42:26,8184.17,Debit,Healthcare,Paytm
T03028,C0159,2025-05-31 16:40:18,7260.38,Debit,Salary,Uber
T03029,C0272,2025-02-01 19:43:34,7432.62,Credit,Travel,Goldman Sachs
T03030,C0358,2025-01-30 12:36:31,605.39,Credit,Shopping,Uber
T03031,C0353,2025-02-27 04:19:59,5661.87,Credit,Food,Amazon
T03032,C0132,2025-04-04 08:28:24,4640.54,Credit,Shopping,Amazon
T03033,C0114,2025-06-13 17:51:05,510.5,Credit,Healthcare,Amazon
T03034,C0492,2025-05-31 16:52:49,4976.72,Credit,Bills,Swiggy
T03035,C0228,2025-05-15 14:50:10,8689.51,Debit,Bills,Uber
T03036,C0417,2025-03-26 15:07:39,411.6,Credit,Healthcare,Zomato
T03037,C0297,2025-01-22 06:44:37,1314.18,Credit,Bills,Zomato
T03038,C0112,2025-04-30 07:53:07,6837.93,Debit,Shopping,Goldman Sachs
T03039,C0436,2025-04-01 14:19:44,6667.24,Credit,Salary,Zomato
T03040,C0038,2025-06-13 21:38:08,5803.79,Debit,Shopping,Flipkart
T03041,C0356,2025-06-10 11:46:59,6577.47,Debit,Travel,Zomato
T03042,C0204,2025-04-20 02:38:55,4980.37,Credit,Healthcare,Amazon
T03043,C0007,2025-02-16 11:07:22,1694.59,Credit,Shopping,Zomato
T03044,C0343,2025-04-12 06:40:50,5968.87,Debit,Salary,Amazon
T03045,C0415,2025-03-27 23:16:40,4722.84,Debit,Travel,Flipkart
T03046,C0314,2025-06-16 10:25:03,3700.13,Debit,Food,Uber
T03047,C0330,2025-07-07 00:45:07,4838.95,Credit,Bills,Goldman Sachs
T03048,C0490,2025-01-11 02:20:55,6133.74,Credit,Shopping,Uber
T03049,C0412,2025-03-30 21:26:42,1020.93,Debit,Food,Uber
T03050,C0405,2025-04-03 05:30:40,6515.12,Debit,Shopping,Paytm
T03051,C0011,2025-03-26 01:08:11,4630.59,Credit,Bills,Uber
T03052,C0221,2025-07-08 05:02:06,6038.17,Debit,Bills,Swiggy
T03053,C0083,2025-05-12 03:13:28,4475.8,Debit,Bills,Amazon
T03054,C0308,2025-06-18 17:04:50,6142.18,Credit,Bills,Amazon
T03055,C0266,2025-02-21 05:30:55,2711.97,Debit,Healthcare,Amazon
T03056,C0262,2025-04-19 13:28:34,9885.9,Credit,Shopping,Goldman Sachs
T03057,C0071,2025-07-09 00:40:26,717.45,Debit,Shopping,Amazon
T03058,C0196,2025-03-09 12:23:52,7368.49,Credit,Bills,Swiggy
T03059,C0112,2025-02-24 20:18:15,2192.39,Credit,Healthcare,Swiggy
T03060,C0340,2025-06-12 12:52:42,2479.09,Credit,Salary,Uber
T03061,C0087,2025-05-03 10:29:35,8096.75,Credit,Healthcare,Swiggy
T03062,C0434,2025-05-23 06:49:55,6201.91,Credit,Food,Goldman Sachs
T03063,C0423,2025-05-18 00:56:15,2230.39,Credit,Shopping,Goldman Sachs
T03064,C0263,2025-05-10 06:30:44,8182.84,Debit,Bills,Paytm
T03065,C0427,2025-04-10 22:01:19,7053.33,Credit,Travel,Zomato
T03066,C0253,2025-03-20 23:27:43,1019.38,Debit,Shopping,Goldman Sachs
T03067,C0151,2025-05-19 23:15:33,9356.58,Credit,Shopping,Goldman Sachs
T03068,C0037,2025-02-08 04:59:42,5835.6,Debit,Salary,Zomato
T03069,C0204,2025-06-26 17:33:25,8855.09,Credit,Travel,Zomato
T03070,C0418,2025-05-14 01:44:10,8729.47,Credit,Healthcare,Zomato
T03071,C0296,2025-05-03 13:10:59,6859.24,Credit,Bills,Flipkart
T03072,C0463,2025-07-08 06:49:44,1873.76,Credit,Salary,Amazon
T03073,C0050,2025-05-01 20:38:50,7667.18,Debit,Food,Zomato
T03074,C0018,2025-06-16 06:52:57,3481.81,Debit,Healthcare,Zomato
T03075,C0384,2025-03-01 03:44:15,1802.62,Debit,Healthcare,Swiggy
T03076,C0493,2025-03-09 08:47:03,7940.92,Credit,Travel,Swiggy
T03077,C0088,2025-04-21 22:54:51,7496.16,Credit,Healthcare,Uber
T03078,C0201,2025-03-13 16:53:53,9664.93,Credit,Travel,Flipkart
T03079,C0291,2025-05-01 07:37:47,1617.04,Debit,Healthcare,Amazon
T03080,C0472,2025-06-02 03:34:42,7776.83,Debit,Food,Flipkart
T03081,C0052,2025-02-20 20:42:22,2574.26,Credit,Healthcare,Goldman Sachs
T03082,C0410,2025-04-29 07:13:53,1944.92,Credit,Food,Swiggy
T03083,C0467,2025-02-05 09:52:33,6937.29,Credit,Bills,Uber
T03084,C0251,2025-02-03 23:15:25,4571.18,Debit,Healthcare,Amazon
T03085,C0353,2025-06-22 13:59:26,5746.62,Credit,Healthcare,Zomato
T03086,C0133,2025-06-24 10:14:28,3000.76,Debit,Food,Uber
T03087,C0001,2025-01-13 13:34:56,3603.17,Credit,Food,Uber
T03088,C0369,2025-03-24 00:26:22,3666.6,Debit,Travel,Swiggy
T03089,C0354,2025-05-17 08:05:56,7530.84,Debit,Healthcare,Zomato
T03090,C0436,2025-04-29 23:24:59,6774.16,Credit,Salary,Flipkart
T03091,C0222,2025-03-14 05:31:46,2939.53,Debit,Bills,Flipkart
T03092,C0333,2025-02-18 08:33:45,808.31,Credit,Bills,Flipkart
T03093,C0419,2025-05-21 01:09:03,247.83,Debit,Food,Paytm
T03094,C0213,2025-01-20 01:24:09,4999.06,Credit,Salary,Zomato
T03095,C0337,2025-07-09 21:07:29,6892.51,Debit,Bills,Amazon
T03096,C0101,2025-05-15 17:36:03,1259.06,Credit,Food,Zomato
T03097,C0118,2025-02-09 10:56:25,4880.42,Credit,Food,Flipkart
T03098,C0281,2025-04-17 18:03:56,6411.95,Credit,Travel,Goldman Sachs
T03099,C0268,2025-02-11 09:47:10,1759.2,Debit,Travel,Goldman Sachs
T03100,C0442,2025-05-30 05:34:42,4248.24,Debit,Healthcare,Uber
T03101,C0181,2025-06-22 20:17:29,6814.92,Debit,Food,Paytm
T03102,C0257,2025-05-08 03:20:15,2626.2,Debit,Shopping,Uber
T03103,C0182,2025-04-23 08:10:40,7962.26,Credit,Salary,Swiggy
T03104,C0171,2025-05-21 21:58:20,9437.63,Debit,Bills,Goldman Sachs
T03105,C0454,2025-05-09 20:37:01,9031.45,Debit,Healthcare,Amazon
T03106,C0178,2025-05-11 04:17:58,2451.43,Credit,Salary,Swiggy
T03107,C0278,2025-06-22 10:54:45,2155.23,Credit,Travel,Goldman Sachs
T03108,C0157,2025-03-26 14:21:29,9344.59,Debit,Salary,Flipkart
T03109,C0046,2025-01-31 16:05:00,3703.48,Credit,Bills,Swiggy
T03110,C0323,2025-02-19 01:10:18,6099.16,Credit,Shopping,Paytm
T03111,C0412,2025-05-27 04:02:22,6187.96,Debit,Salary,Flipkart
T03112,C0114,2025-02-14 15:08:08,6802.84,Credit,Salary,Flipkart
T03113,C0278,2025-02-21 20:18:00,6956.88,Credit,Bills,Paytm
T03114,C0231,2025-01-20 20:36:24,4641.1,Debit,Bills,Zomato
T03115,C0253,2025-03-31 08:17:58,857.03,Debit,Salary,Uber
T03116,C0323,2025-03-17 21:55:34,3829.82,Credit,Shopping,Paytm
T03117,C0364,2025-04-29 17:16:48,7286.38,Debit,Healthcare,Paytm
T03118,C0242,2025-04-19 11:55:01,8495.28,Credit,Shopping,Paytm
T03119,C0262,2025-06-23 01:55:38,6659.24,Debit,Travel,Zomato
T03120,C0029,2025-06-19 08:41:21,3693.31,Credit,Shopping,Paytm
T03121,C0118,2025-05-08 01:27:54,3638.45,Credit,Shopping,Flipkart
T03122,C0015,2025-04-10 13:40:33,3835.34,Debit,Healthcare,Zomato
T03123,C0238,2025-03-16 04:37:46,6986.08,Debit,Healthcare,Paytm
T03124,C0230,2025-02-02 20:16:26,3523.43,Debit,Salary,Swiggy
T03125,C0347,2025-04-23 21:17:44,1080.61,Debit,Salary,Zomato
T03126,C0314,2025-03-18 00:09:43,9644.15,Credit,Food,Swiggy
T03127,C0450,2025-03-01 09:24:05,4810.9,Credit,Bills,Paytm
T03128,C0164,2025-06-02 03:32:26,9123.38,Credit,Travel,Goldman Sachs
T03129,C0149,2025-03-26 16:59:55,7917.33,Credit,Bills,Amazon
T03130,C0124,2025-07-10 18:49:10,6367.04,Debit,Travel,Flipkart
T03131,C0213,2025-02-05 23:53:23,8810.97,Debit,Travel,Amazon
T03132,C0020,2025-02-22 13:09:55,8362.69,Credit,Shopping,Goldman Sachs
T03133,C0260,2025-05-31 10:32:16,8057.2,Debit,Shopping,Flipkart
T03134,C0152,2025-03-25 17:22:40,9415.12,Debit,Healthcare,Uber
T03135,C0490,2025-07-06 16:59:21,5176.94,Credit,Food,Paytm
T03136,C0193,2025-05-07 09:10:26,9074.48,Debit,Healthcare,Zomato
T03137,C0228,2025-06-09 13:29:53,2465.86,Credit,Travel,Amazon
T03138,C0217,2025-02-16 10:36:49,9830.95,Debit,Shopping,Paytm
T03139,C0158,2025-06-14 02:36:46,5835.78,Debit,Healthcare,Paytm
T03140,C0379,2025-05-08 11:41:01,3100.65,Credit,Travel,Uber
T03141,C0487,2025-05-01 20:09:35,7019.57,Debit,Healthcare,Uber
T03142,C0142,2025-06-23 13:19:42,5904.54,Debit,Salary,Amazon
T03143,C0414,2025-03-04 04:18:54,7000.34,Credit,Travel,Amazon
T03144,C0279,2025-04-23 15:42:48,2752.83,Credit,Food,Swiggy
T03145,C0378,2025-05-07 02:42:19,3764.87,Debit,Bills,Paytm
T03146,C0303,2025-06-05 03:21:18,8360.93,Credit,Salary,Goldman Sachs
T03147,C0477,2025-03-16 18:06:24,8330.71,Credit,Healthcare,Amazon
T03148,C0431,2025-03-17 20:34:47,1036.15,Credit,Healthcare,Swiggy
T03149,C0294,2025-06-12 13:26:23,53.93,Debit,Salary,Paytm
T03150,C0323,2025-04-04 21:51:31,9331.44,Debit,Salary,Uber
T03151,C0415,2025-03-22 15:07:44,2662.6,Debit,Shopping,Zomato
T03152,C0424,2025-02-01 14:39:42,1344.74,Debit,Travel,Flipkart
T03153,C0007,2025-03-18 05:33:46,1146.26,Credit,Salary,Swiggy
T03154,C0394,2025-04-22 23:53:26,2612.48,Credit,Shopping,Uber
T03155,C0491,2025-05-12 05:50:25,2205.79,Credit,Bills,Zomato
T03156,C0143,2025-04-13 15:37:14,6642.55,Credit,Bills,Swiggy
T03157,C0120,2025-02-16 08:59:07,8765.86,Debit,Healthcare,Goldman Sachs
T03158,C0298,2025-02-07 11:48:07,1175.7,Debit,Food,Zomato
T03159,C0110,2025-02-26 18:26:51,400.33,Debit,Travel,Zomato
T03160,C0347,2025-04-26 23:30:47,9305.86,Credit,Healthcare,Swiggy
T03161,C0419,2025-04-09 00:18:17,4537.18,Credit,Salary,Uber
T03162,C0139,2025-06-07 18:25:54,7618.83,Debit,Salary,Uber
T03163,C0371,2025-05-29 18:58:47,1747.82,Credit,Bills,Flipkart
T03164,C0002,2025-04-15 05:16:32,6714.92,Debit,Shopping,Swiggy
T03165,C0222,2025-01-27 14:05:33,5887.5,Credit,Healthcare,Amazon
T03166,C0453,2025-04-22 12:46:48,2023.35,Credit,Travel,Zomato
T03167,C0255,2025-02-24 17:12:48,9160.35,Debit,Healthcare,Swiggy
T03168,C0263,2025-04-06 09:34:39,2677.51,Credit,Salary,Flipkart
T03169,C0069,2025-06-07 16:38:26,4551.51,Credit,Bills,Swiggy
T03170,C0223,2025-06-12 07:25:39,9314.73,Credit,Travel,Paytm
T03171,C0157,2025-02-21 11:24:21,8626.58,Credit,Shopping,Flipkart
T03172,C0124,2025-04-09 20:12:56,628.19,Credit,Food,Flipkart
T03173,C0131,2025-03-19 13:49:55,9685.89,Credit,Salary,Uber
T03174,C0376,2025-06-11 00:32:26,8053.0,Credit,Healthcare,Uber
T03175,C0179,2025-03-30 00:58:45,7790.93,Credit,Bills,Uber
T03176,C0448,2025-05-30 09:41:57,6367.44,Debit,Healthcare,Uber
T03177,C0201,2025-04-12 19:42:43,5807.89,Credit,Travel,Zomato
T03178,C0212,2025-06-26 21:10:31,4480.1,Debit,Travel,Zomato
T03179,C0042,2025-01-13 13:27:47,532.69,Debit,Shopping,Paytm
T03180,C0162,2025-03-02 20:36:45,5672.09,Debit,Travel,Flipkart
T03181,C0237,2025-02-21 09:10:19,2206.33,Debit,Healthcare,Goldman Sachs
T03182,C0099,2025-04-04 04:12:31,2133.37,Debit,Bills,Flipkart
T03183,C0166,2025-06-23 16:29:58,6083.13,Credit,Shopping,Flipkart
T03184,C0456,2025-03-15 12:54:05,8137.72,Credit,Food,Goldman Sachs
T03185,C0042,2025-03-17 06:32:14,9580.19,Credit,Bills,Swiggy
T03186,C0289,2025-07-04 02:59:24,3459.43,Credit,Salary,Uber
T03187,C0091,2025-04-30 13:25:00,327.46,Debit,Healthcare,Zomato
T03188,C0215,2025-02-21 13:23:40,4462.49,Debit,Salary,Paytm
T03189,C0460,2025-02-09 16:16:04,4290.57,Debit,Shopping,Flipkart
T03190,C0333,2025-03-31 16:44:26,9663.21,Credit,Travel,Zomato
T03191,C0292,2025-03-03 00:02:06,1275.63,Debit,Travel,Uber
T03192,C0283,2025-04-30 05:15:26,822.83,Debit,Food,Amazon
T03193,C0454,2025-02-15 14:31:57,1392.52,Credit,Shopping,Flipkart
T03194,C0176,2025-07-07 16:17:42,3087.32,Debit,Salary,Amazon
T03195,C0021,2025-05-01 00:26:05,9878.02,Debit,Salary,Paytm
T03196,C0176,2025-02-09 03:06:46,8057.84,Debit,Travel,Paytm
T03197,C0315,2025-05-30 10:18:49,1511.95,Credit,Healthcare,Amazon
T03198,C0471,2025-05-06 12:58:57,4349.56,Credit,Salary,Paytm
T03199,C0468,2025-06-19 19:39:44,6059.82,Debit,Salary,Flipkart
T03200,C0495,2025-06-17 02:46:52,9446.1,Debit,Salary,Zomato
T03201,C0133,2025-02-06 05:02:36,2729.8,Debit,Healthcare,Zomato
T03202,C0404,2025-02-07 19:21:11,8936.25,Credit,Travel,Goldman Sachs
T03203,C0132,2025-05-30 12:01:58,5227.26,Debit,Bills,Uber
T03204,C0194,2025-05-13 13:59:31,9166.67,Credit,Food,Goldman Sachs
T03205,C0042,2025-05-01 16:01:21,2194.59,Credit,Bills,Zomato
T03206,C0378,2025-05-17 07:08:15,6599.53,Debit,Bills,Uber
T03207,C0230,2025-05-23 07:53:05,7182.4,Debit,Travel,Flipkart
T03208,C0263,2025-06-20 01:32:30,5589.55,Credit,Shopping,Goldman Sachs
T03209,C0317,2025-03-03 19:43:03,4893.83,Debit,Food,Paytm
T03210,C0049,2025-04-09 19:25:24,8310.1,Debit,Healthcare,Amazon
T03211,C0090,2025-01-25 03:38:46,2747.45,Credit,Healthcare,Paytm
T03212,C0065,2025-06-16 17:27:07,2047.87,Credit,Healthcare,Zomato
T03213,C0474,2025-04-04 09:20:23,4651.39,Credit,Travel,Flipkart
T03214,C0157,2025-06-28 19:18:20,1233.06,Debit,Bills,Uber
T03215,C0443,2025-01-16 16:02:11,9545.79,Debit,Shopping,Uber
T03216,C0119,2025-05-16 01:40:49,9205.64,Debit,Shopping,Amazon
T03217,C0142,2025-03-14 02:59:45,1644.34,Debit,Food,Amazon
T03218,C0227,2025-07-03 03:25:28,6249.5,Credit,Salary,Amazon
T03219,C0086,2025-03-25 04:45:31,741.27,Debit,Food,Zomato
T03220,C0418,2025-04-15 18:32:18,2177.14,Credit,Bills,Swiggy
T03221,C0247,2025-02-18 15:00:53,6496.06,Debit,Travel,Swiggy
T03222,C0033,2025-05-10 23:26:27,5319.12,Credit,Food,Swiggy
T03223,C0118,2025-02-10 23:55:05,900.52,Debit,Salary,Swiggy
T03224,C0493,2025-07-10 14:19:41,2270.83,Debit,Salary,Goldman Sachs
T03225,C0458,2025-01-29 01:34:00,6145.49,Debit,Healthcare,Uber
T03226,C0232,2025-06-25 17:51:52,816.83,Debit,Salary,Zomato
T03227,C0151,2025-07-06 13:36:21,6301.21,Debit,Healthcare,Swiggy
T03228,C0189,2025-05-25 10:10:35,5437.44,Credit,Travel,Amazon
T03229,C0378,2025-03-24 15:18:30,4659.22,Debit,Bills,Flipkart
T03230,C0435,2025-02-02 04:29:42,9192.5,Debit,Bills,Swiggy
T03231,C0377,2025-03-01 18:25:11,668.78,Credit,Salary,Paytm
T03232,C0003,2025-02-04 17:10:10,2497.83,Debit,Travel,Swiggy
T03233,C0244,2025-01-11 00:17:24,4942.76,Debit,Shopping,Amazon
T03234,C0379,2025-02-01 18:15:10,5386.84,Debit,Travel,Paytm
T03235,C0251,2025-05-06 03:01:38,8680.98,Credit,Food,Goldman Sachs
T03236,C0197,2025-04-23 07:29:07,184.03,Debit,Food,Paytm
T03237,C0180,2025-03-23 15:06:51,435.94,Debit,Shopping,Goldman Sachs
T03238,C0183,2025-02-02 23:43:19,3607.12,Debit,Shopping,Flipkart
T03239,C0356,2025-03-22 03:40:05,1149.93,Debit,Shopping,Goldman Sachs
T03240,C0389,2025-03-31 15:50:29,2103.6,Debit,Travel,Uber
T03241,C0466,2025-04-20 00:15:54,1921.7,Credit,Food,Swiggy
T03242,C0442,2025-03-21 05:42:57,6435.24,Debit,Travel,Zomato
T03243,C0297,2025-01-31 03:31:01,4015.13,Credit,Travel,Flipkart
T03244,C0167,2025-04-03 10:06:27,3421.61,Credit,Shopping,Uber
T03245,C0017,2025-01-18 00:09:15,6813.94,Credit,Healthcare,Zomato
T03246,C0188,2025-06-12 12:17:55,8791.24,Debit,Travel,Swiggy
T03247,C0119,2025-06-05 01:55:04,6386.95,Credit,Salary,Amazon
T03248,C0450,2025-04-09 15:13:06,8197.92,Debit,Food,Amazon
T03249,C0008,2025-02-10 20:32:44,6649.91,Debit,Travel,Amazon
T03250,C0139,2025-05-10 17:22:19,1917.59,Debit,Food,Zomato
T03251,C0238,2025-05-13 04:27:08,7754.12,Credit,Healthcare,Uber
T03252,C0162,2025-03-11 13:29:23,4973.09,Credit,Travel,Paytm
T03253,C0253,2025-01-25 10:32:57,1310.78,Credit,Healthcare,Amazon
T03254,C0423,2025-05-14 16:00:43,272.48,Debit,Healthcare,Paytm
T03255,C0052,2025-04-26 18:35:10,3900.99,Credit,Healthcare,Zomato
T03256,C0159,2025-06-01 21:00:10,4011.52,Debit,Healthcare,Zomato
T03257,C0275,2025-07-02 01:37:17,4764.8,Debit,Shopping,Swiggy
T03258,C0150,2025-05-24 09:36:28,4088.56,Debit,Shopping,Amazon
T03259,C0290,2025-05-19 04:50:48,9497.6,Debit,Salary,Zomato
T03260,C0108,2025-02-08 03:19:49,9563.03,Credit,Food,Flipkart
T03261,C0398,2025-03-02 03:00:47,4460.28,Credit,Bills,Zomato
T03262,C0375,2025-06-02 09:04:36,4432.53,Credit,Salary,Swiggy
T03263,C0216,2025-02-17 19:13:21,5624.47,Credit,Healthcare,Flipkart
T03264,C0326,2025-03-06 14:02:49,3650.83,Debit,Salary,Paytm
T03265,C0078,2025-03-08 17:56:13,82.98,Debit,Shopping,Swiggy
T03266,C0162,2025-02-23 03:55:40,8392.28,Debit,Bills,Swiggy
T03267,C0050,2025-02-01 06:05:28,8036.39,Credit,Travel,Amazon
T03268,C0193,2025-07-06 05:20:01,2741.83,Debit,Food,Amazon
T03269,C0420,2025-02-10 11:10:11,791.29,Credit,Food,Goldman Sachs
T03270,C0215,2025-01-19 00:02:19,5072.81,Debit,Travel,Amazon
T03271,C0424,2025-01-24 18:01:58,3067.23,Credit,Salary,Amazon
T03272,C0441,2025-03-16 07:44:06,9960.57,Debit,Bills,Goldman Sachs
T03273,C0435,2025-03-14 19:20:39,4902.4,Debit,Bills,Swiggy
T03274,C0056,2025-05-28 02:17:56,2310.2,Credit,Shopping,Zomato
T03275,C0076,2025-04-11 09:34:10,9988.63,Debit,Food,Swiggy
T03276,C0082,2025-04-24 22:17:12,5412.82,Credit,Healthcare,Flipkart
T03277,C0379,2025-07-05 14:48:16,7639.45,Debit,Healthcare,Paytm
T03278,C0423,2025-03-28 13:59:47,9294.04,Credit,Healthcare,Zomato
T03279,C0406,2025-05-22 18:52:49,4806.22,Credit,Shopping,Uber
T03280,C0031,2025-01-20 19:21:21,4264.53,Credit,Shopping,Amazon
T03281,C0488,2025-02-27 02:05:37,4625.11,Credit,Bills,Swiggy
T03282,C0434,2025-05-15 22:53:18,5797.55,Debit,Healthcare,Zomato
T03283,C0336,2025-03-31 18:45:33,7169.05,Debit,Shopping,Flipkart
T03284,C0033,2025-04-06 06:28:52,431.48,Credit,Healthcare,Amazon
T03285,C0487,2025-01-27 11:02:26,363.07,Credit,Salary,Swiggy
T03286,C0456,2025-01-22 09:10:19,3298.66,Debit,Healthcare,Uber
T03287,C0134,2025-06-19 01:58:39,8755.35,Debit,Food,Flipkart
T03288,C0018,2025-04-05 22:25:28,1180.94,Debit,Salary,Uber
T03289,C0213,2025-04-05 20:38:15,7558.27,Debit,Salary,Goldman Sachs
T03290,C0443,2025-03-13 15:45:15,2759.98,Credit,Travel,Goldman Sachs
T03291,C0366,2025-03-29 01:20:19,9404.86,Credit,Bills,Swiggy
T03292,C0275,2025-01-31 05:00:48,2102.73,Debit,Shopping,Amazon
T03293,C0323,2025-02-24 18:25:59,2266.25,Debit,Healthcare,Swiggy
T03294,C0359,2025-05-11 19:40:19,1203.97,Debit,Food,Swiggy
T03295,C0073,2025-06-27 03:28:32,9458.85,Credit,Travel,Flipkart
T03296,C0227,2025-06-22 08:49:06,6088.42,Credit,Bills,Amazon
T03297,C0007,2025-03-26 02:42:01,2204.21,Debit,Food,Goldman Sachs
T03298,C0381,2025-06-25 05:52:53,9450.19,Credit,Travel,Flipkart
T03299,C0090,2025-03-10 01:35:45,3265.17,Debit,Shopping,Goldman Sachs
T03300,C0158,2025-07-04 18:53:57,5371.17,Debit,Healthcare,Paytm
T03301,C0246,2025-04-06 18:26:03,7120.17,Credit,Salary,Zomato
T03302,C0244,2025-01-14 01:10:59,7595.42,Credit,Shopping,Uber
T03303,C0419,2025-05-03 06:24:19,5767.49,Credit,Travel,Uber
T03304,C0315,2025-06-11 05:19:09,5586.18,Debit,Salary,Zomato
T03305,C0392,2025-05-11 16:20:30,6518.38,Credit,Travel,Zomato
T03306,C0145,2025-06-27 09:51:44,4023.62,Credit,Travel,Swiggy
T03307,C0151,2025-06-12 06:50:10,1740.38,Debit,Food,Amazon
T03308,C0199,2025-04-15 01:08:40,6285.48,Debit,Salary,Swiggy
T03309,C0208,2025-01-11 04:53:28,3220.5,Credit,Travel,Paytm
T03310,C0025,2025-01-11 05:14:38,5759.41,Credit,Salary,Paytm
T03311,C0205,2025-03-31 08:10:43,3883.28,Debit,Bills,Goldman Sachs
T03312,C0463,2025-07-09 12:10:24,7255.06,Debit,Bills,Zomato
T03313,C0183,2025-01-16 06:55:02,7934.61,Credit,Healthcare,Flipkart
T03314,C0147,2025-01-16 09:27:47,9742.11,Debit,Food,Uber
T03315,C0371,2025-02-18 01:13:26,4851.61,Credit,Food,Amazon
T03316,C0056,2025-05-17 10:51:35,7236.91,Credit,Healthcare,Paytm
T03317,C0373,2025-03-08 14:07:56,3743.29,Credit,Healthcare,Paytm
T03318,C0037,2025-04-09 00:15:43,1055.04,Credit,Salary,Paytm
T03319,C0005,2025-03-31 00:40:17,6809.05,Credit,Bills,Paytm
T03320,C0471,2025-02-22 18:07:05,4178.76,Debit,Bills,Flipkart
T03321,C0248,2025-05-07 16:24:06,7260.91,Debit,Healthcare,Uber
T03322,C0395,2025-05-12 16:56:19,5779.15,Debit,Shopping,Swiggy
T03323,C0395,2025-02-21 08:57:34,1150.19,Credit,Travel,Swiggy
